,title,location,price,region,property,building,land_area,util_area,payment
184,Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",,kraj-vysocina,osobní,dřevěná,387 m,,unknown
185,Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",,kraj-vysocina,osobní,dřevěná,,40 m,unknown
186,Prodej chaty/chalupy 40 m² s pozemkem 387 m²,"Rušinov - Vratkov, okres Havlíčkův Brod",,kraj-vysocina,osobní,dřevěná,,,unknown
187,Pronájem obchodních prostor 8 m²,"Komenského, Humpolec, okres Pelhřimov",15 000,kraj-vysocina,osobní,cihlová,,8 m,monthly
188,Pronájem obchodních prostor 8 m²,"Komenského, Humpolec, okres Pelhřimov",15 000,kraj-vysocina,osobní,cihlová,,,monthly
189,Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600,kraj-vysocina,osobní,cihlová,1493 m,62 m,total
190,Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600,kraj-vysocina,osobní,cihlová,1493 m,,total
191,Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600,kraj-vysocina,osobní,cihlová,,62 m,total
192,Prodej domu 62 m² s pozemkem 1 493 m²,"Loukovice, okres Třebíč",3 393 600,kraj-vysocina,osobní,cihlová,,,total
193,Prodej bytu 4+1 80 m²,"K. Chocholy, České Budějovice - České Budějovice 2",4 260 000,jihocesky-kraj,družstevní,panelová,,80 m,total
194,Prodej bytu 4+1 80 m²,"K. Chocholy, České Budějovice - České Budějovice 2",4 260 000,jihocesky-kraj,družstevní,panelová,,,total
195,Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000,jihocesky-kraj,osobní,smíšená,259 m,108 m,total
196,Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000,jihocesky-kraj,osobní,smíšená,259 m,,total
197,Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000,jihocesky-kraj,osobní,smíšená,,108 m,total
198,Prodej domu 108 m² s pozemkem 259 m²,"Mýtní, Stráž nad Nežárkou, okres Jindřichův Hradec",3 500 000,jihocesky-kraj,osobní,smíšená,,,total
199,Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485,kraj-vysocina,osobní,cihlová,2131 m,456 m,total
200,Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485,kraj-vysocina,osobní,cihlová,2131 m,,total
201,Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485,kraj-vysocina,osobní,cihlová,,456 m,total
202,Prodej domu 456 m² s pozemkem 2 131 m²,"Velké Meziříčí - Hrbov, okres Žďár nad Sázavou",11 397 485,kraj-vysocina,osobní,cihlová,,,total
203,Prodej komerčního objektu (jiného typu) 476 m²,"5. května, Humpolec, okres Pelhřimov",13 490 000,kraj-vysocina,osobní,smíšená,,476 m,total
204,Prodej komerčního objektu (jiného typu) 476 m²,"5. května, Humpolec, okres Pelhřimov",13 490 000,kraj-vysocina,osobní,smíšená,,,total
205,Pronájem bytu 3+1 69 m²,"Třeboň - Třeboň II, okres Jindřichův Hradec",13 000,jihocesky-kraj,dobrý stav,smíšená,,69 m,monthly
206,Prodej zemědělského objektu 4 943 m²,"Omlenice, okres Český Krumlov",10 000 000,jihocesky-kraj,jiný,smíšená,,4943 m,total
207,Pronájem bytu 3+1 69 m²,"Třeboň - Třeboň II, okres Jindřichův Hradec",13 000,jihocesky-kraj,dobrý stav,smíšená,,,monthly
208,Prodej zemědělského objektu 4 943 m²,"Omlenice, okres Český Krumlov",10 000 000,jihocesky-kraj,jiný,smíšená,,,total
209,Prodej stavebního pozemku 900 m²,"U Třech svatých, Kájov, okres Český Krumlov",3 700 000,jihocesky-kraj,zavedena,osobní,,,total
210,Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000,jihocesky-kraj,v bloku,cihlová,171 m,171 m,total
211,Prodej bytu 5+1 215 m²,"Rudolfovská tř., České Budějovice - České Budějovice 6",14 900 000,jihocesky-kraj,osobní,cihlová,,215 m,total
212,Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000,jihocesky-kraj,v bloku,cihlová,171 m,,total
213,Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000,jihocesky-kraj,v bloku,cihlová,,171 m,total
214,Prodej domu 171 m² s pozemkem 171 m²,"Nábřežní, Boršov nad Vltavou, okres České Budějovice",8 500 000,jihocesky-kraj,v bloku,cihlová,,,total
215,Prodej bytu 5+1 215 m²,"Rudolfovská tř., České Budějovice - České Budějovice 6",14 900 000,jihocesky-kraj,osobní,cihlová,,,total
216,Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000,jihocesky-kraj,ubytovací objekty,smíšená,194 m,400 m,total
217,Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000,jihocesky-kraj,ubytovací objekty,smíšená,194 m,,total
218,Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000,jihocesky-kraj,ubytovací objekty,smíšená,,400 m,total
219,Prodej ubytovacího objektu 400 m²,"Husova, Třeboň - Třeboň I, okres Jindřichův Hradec",18 900 000,jihocesky-kraj,ubytovací objekty,smíšená,,,total
220,Prodej bytu 3+1 61 m²,"Plzeňská, České Budějovice - České Budějovice 3",4 890 000,jihocesky-kraj,osobní,panelová,,61 m,total
221,Pronájem bytu 2+1 61 m²,"Tovární, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,osobní,cihlová,,61 m,monthly
222,Prodej bytu 3+1 61 m²,"Plzeňská, České Budějovice - České Budějovice 3",4 890 000,jihocesky-kraj,osobní,panelová,,,total
223,Pronájem bytu 2+1 61 m²,"Tovární, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,osobní,cihlová,,,monthly
224,Prodej bytu 2+kk 50 m²,"Fr. Hrubína, České Budějovice - České Budějovice 3",5 190 000,jihocesky-kraj,osobní,cihlová,,50 m,total
225,Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000,jihocesky-kraj,samostatný,cihlová,1928 m,105 m,total
226,Prodej bytu 2+kk 50 m²,"Fr. Hrubína, České Budějovice - České Budějovice 3",5 190 000,jihocesky-kraj,osobní,cihlová,,,total
227,Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,řadový,cihlová,114 m,118 m,monthly
228,Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000,jihocesky-kraj,samostatný,cihlová,1928 m,,total
229,Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000,jihocesky-kraj,samostatný,cihlová,,105 m,total
230,Prodej domu 105 m² s pozemkem 1 928 m²,"Bednárec, okres Jindřichův Hradec",1 690 000,jihocesky-kraj,samostatný,cihlová,,,total
231,"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",,jihocesky-kraj,"nájemní dům, činžák",cihlová,735 m,622 m,unknown
232,Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,řadový,cihlová,114 m,,monthly
233,Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,řadový,cihlová,,118 m,monthly
234,Pronájem domu 118 m² s pozemkem 114 m²,"Stará cesta, Jindřichův Hradec - Jindřichův Hradec II",13 000,jihocesky-kraj,řadový,cihlová,,,monthly
235,Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000,jihocesky-kraj,osobní,kamenná,1589 m,95 m,total
236,"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",,jihocesky-kraj,"nájemní dům, činžák",cihlová,735 m,,unknown
237,"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",,jihocesky-kraj,"nájemní dům, činžák",cihlová,,622 m,unknown
238,"Prodej nájemního domu, činžáku 622 m²","Zlatá stezka, Prachatice - Prachatice II",,jihocesky-kraj,"nájemní dům, činžák",cihlová,,,unknown
239,Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000,jihocesky-kraj,osobní,kamenná,1589 m,,total
240,Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000,jihocesky-kraj,osobní,kamenná,,95 m,total
241,Prodej domu 95 m² s pozemkem 1 589 m²,"Smilovy Hory - Malý Ježov, okres Tábor",4 500 000,jihocesky-kraj,osobní,kamenná,,,total
242,Prodej bytu 4+1 150 m²,"Moravská, Karlovy Vary",4 200 000,karlovarsky-kraj,po rekonstrukci,cihlová,,150 m,total
243,Prodej bytu 4+1 150 m²,"Moravská, Karlovy Vary",4 200 000,karlovarsky-kraj,po rekonstrukci,cihlová,,,total
244,Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000,karlovarsky-kraj,osobní,cihlová,1500 m,232 m,total
245,Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000,karlovarsky-kraj,osobní,cihlová,1500 m,,total
246,Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000,karlovarsky-kraj,osobní,cihlová,,232 m,total
247,Prodej domu 232 m² s pozemkem 1 500 m²,"Tři Sekery - Krásné, okres Cheb",2 280 000,karlovarsky-kraj,osobní,cihlová,,,total
248,Prodej bytu 3+kk 84 m²,"Plzeňská, Mariánské Lázně - Úšovice, okres Cheb",4 495 000,karlovarsky-kraj,osobní,cihlová,,84 m,total
249,Prodej bytu 3+1 60 m²,"Rolavská, Nejdek, okres Karlovy Vary",1 690 000,karlovarsky-kraj,osobní,panelová,,60 m,total
250,Pronájem bytu 2+1 67 m²,"Na Výsluní, Mariánské Lázně - Úšovice, okres Cheb",13 000,karlovarsky-kraj,po rekonstrukci,panelová,,67 m,monthly
251,Prodej bytu 3+kk 84 m²,"Plzeňská, Mariánské Lázně - Úšovice, okres Cheb",4 495 000,karlovarsky-kraj,osobní,cihlová,,,total
252,Prodej bytu 3+1 60 m²,"Rolavská, Nejdek, okres Karlovy Vary",1 690 000,karlovarsky-kraj,osobní,panelová,,,total
253,Pronájem bytu 2+1 67 m²,"Na Výsluní, Mariánské Lázně - Úšovice, okres Cheb",13 000,karlovarsky-kraj,po rekonstrukci,panelová,,,monthly
254,Pronájem bytu 3+1 70 m²,"Zámecký vrch, Karlovy Vary",8 500,karlovarsky-kraj,osobní,cihlová,,70 m,monthly
255,Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000,karlovarsky-kraj,výrobní prostory,cihlová,352 m,352 m,total
256,Pronájem bytu 3+1 70 m²,"Zámecký vrch, Karlovy Vary",8 500,karlovarsky-kraj,osobní,cihlová,,,monthly
257,Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000,karlovarsky-kraj,výrobní prostory,cihlová,352 m,,total
258,Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000,karlovarsky-kraj,výrobní prostory,cihlová,,352 m,total
259,Prodej výrobních prostor 352 m²,"Hory, okres Karlovy Vary",5 500 000,karlovarsky-kraj,výrobní prostory,cihlová,,,total
260,Prodej bytu 2+kk 84 m²,"Dřevěná, Mariánské Lázně, okres Cheb",2 250 000,karlovarsky-kraj,dobrý stav,cihlová,,84 m,total
261,Prodej bytu 2+kk 84 m²,"Dřevěná, Mariánské Lázně, okres Cheb",2 250 000,karlovarsky-kraj,dobrý stav,cihlová,,,total
262,Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000,karlovarsky-kraj,osobní,cihlová,1128 m,124 m,total
263,Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000,karlovarsky-kraj,osobní,cihlová,1128 m,,total
264,Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000,karlovarsky-kraj,osobní,cihlová,,124 m,total
265,Prodej domu 124 m² s pozemkem 1 128 m²,"Šabina, okres Sokolov",6 500 000,karlovarsky-kraj,osobní,cihlová,,,total
266,Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000,karlovarsky-kraj,osobní,cihlová,822 m,150 m,total
267,Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000,karlovarsky-kraj,osobní,cihlová,662 m,75 m,total
268,Prodej ubytovacího objektu 400 m²,"Hlavní, Aš, okres Cheb",5 775 000,karlovarsky-kraj,osobní,cihlová,,400 m,total
269,Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000,karlovarsky-kraj,osobní,cihlová,822 m,,total
270,Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000,karlovarsky-kraj,osobní,cihlová,,150 m,total
271,Prodej domu 150 m² s pozemkem 822 m²,"Trstěnice, okres Cheb",2 750 000,karlovarsky-kraj,osobní,cihlová,,,total
272,Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000,karlovarsky-kraj,osobní,cihlová,662 m,,total
273,Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000,karlovarsky-kraj,osobní,cihlová,,75 m,total
274,Prodej domu 75 m² s pozemkem 662 m²,"Jindřichovice, okres Sokolov",2 599 000,karlovarsky-kraj,osobní,cihlová,,,total
275,Prodej ubytovacího objektu 400 m²,"Hlavní, Aš, okres Cheb",5 775 000,karlovarsky-kraj,osobní,cihlová,,,total
276,Prodej bytu 3+1 61 m²,"Hlávkova, Karlovy Vary - Stará Role",2 650 000,karlovarsky-kraj,po rekonstrukci,panelová,,61 m,total
277,Prodej bytu 3+1 61 m²,"Hlávkova, Karlovy Vary - Stará Role",2 650 000,karlovarsky-kraj,po rekonstrukci,panelová,,,total
278,Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000,karlovarsky-kraj,osobní,cihlová,682 m,370 m,total
279,Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000,karlovarsky-kraj,osobní,cihlová,682 m,,total
280,Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000,karlovarsky-kraj,osobní,cihlová,,370 m,total
281,Prodej domu 370 m² s pozemkem 682 m²,"Za Školou, Mariánské Lázně - Úšovice, okres Cheb",9 990 000,karlovarsky-kraj,osobní,cihlová,,,total
282,Pronájem bytu 1+1 40 m²,"Franze Kafky, Mariánské Lázně - Úšovice, okres Cheb",7 000,karlovarsky-kraj,dobrý stav,cihlová,,40 m,monthly
283,Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000,karlovarsky-kraj,jiný,cihlová,1072 m,187 m,total
284,Prodej bytu 1+kk 155 m²,"Sokolská, Zábřeh, okres Šumperk",6 100 000,olomoucky-kraj,dobrý stav,cihlová,,155 m,total
285,Pronájem bytu 1+1 40 m²,"Franze Kafky, Mariánské Lázně - Úšovice, okres Cheb",7 000,karlovarsky-kraj,dobrý stav,cihlová,,,monthly
286,Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000,karlovarsky-kraj,jiný,cihlová,1072 m,,total
287,Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000,karlovarsky-kraj,jiný,cihlová,,187 m,total
288,Prodej domu 187 m² s pozemkem 1 072 m²,"Na Stráni, Valy, okres Cheb",8 001 000,karlovarsky-kraj,jiný,cihlová,,,total
289,Prodej bytu 1+kk 155 m²,"Sokolská, Zábřeh, okres Šumperk",6 100 000,olomoucky-kraj,dobrý stav,cihlová,,,total
290,Prodej bytu 2+1 54 m²,"Čs. armády, Kraslice, okres Sokolov",999 999,karlovarsky-kraj,dobrý stav,cihlová,,54 m,total
291,Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",,karlovarsky-kraj,osobní,cihlová,959 m,496 m,unknown
292,Prodej bytu 2+1 54 m²,"Čs. armády, Kraslice, okres Sokolov",999 999,karlovarsky-kraj,dobrý stav,cihlová,,,total
293,Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",,karlovarsky-kraj,osobní,cihlová,959 m,,unknown
294,Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",,karlovarsky-kraj,osobní,cihlová,,496 m,unknown
295,Prodej domu 496 m² s pozemkem 959 m²,"Tyršova, Karlovy Vary",,karlovarsky-kraj,osobní,cihlová,,,unknown
296,Pronájem bytu 2+1 49 m²,"Havlíčkova, Karlovy Vary",12 000,karlovarsky-kraj,dobrý stav,cihlová,,49 m,monthly
297,Pronájem bytu 2+1 49 m²,"Havlíčkova, Karlovy Vary",12 000,karlovarsky-kraj,dobrý stav,cihlová,,,monthly
298,Pronájem bytu 2+kk 45 m²,"Masarykova třída, Olomouc",360 000,olomoucky-kraj,45 m,osobní,,,monthly
299,Prodej pozemku 378 m²,Jeseník,413 000,olomoucky-kraj,378 m,osobní,,,total
300,Prodej pole 3 501 m²,"Ondratice, okres Prostějov",131 000,olomoucky-kraj,,samota,,,total
301,Pronájem bytu 2+1 54 m²,"Nádražní, Přerov - Přerov I-Město",9 000,olomoucky-kraj,osobní,cihlová,,54 m,monthly
302,Pronájem bytu 2+1 54 m²,"Nádražní, Přerov - Přerov I-Město",9 000,olomoucky-kraj,osobní,cihlová,,,monthly
303,Prodej chaty/chalupy 55 m² s pozemkem 56 m²,"Olomoucká, Hlubočky, okres Olomouc",3 990 000,olomoucky-kraj,samostatný,skeletová,56 m,,total
304,Pronájem bytu 1+kk 23 m²,"Politických vězňů, Olomouc - Neředín",7 000,olomoucky-kraj,osobní,panelová,,23 m,monthly
305,Prodej chaty/chalupy 55 m² s pozemkem 56 m²,"Olomoucká, Hlubočky, okres Olomouc",3 990 000,olomoucky-kraj,samostatný,skeletová,,,total
306,Pronájem bytu 1+kk 23 m²,"Politických vězňů, Olomouc - Neředín",7 000,olomoucky-kraj,osobní,panelová,,,monthly
307,Pronájem bytu 3+1 71 m²,"Kabelíkova, Přerov - Přerov I-Město",10 000,olomoucky-kraj,osobní,panelová,,71 m,monthly
308,Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",,olomoucky-kraj,kanceláře,smíšená,719 m,228 m,unknown
309,Pronájem bytu 3+1 71 m²,"Kabelíkova, Přerov - Přerov I-Město",10 000,olomoucky-kraj,osobní,panelová,,,monthly
310,Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",,olomoucky-kraj,kanceláře,smíšená,719 m,,unknown
311,Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",,olomoucky-kraj,kanceláře,smíšená,,228 m,unknown
312,Pronájem kanceláře 228 m²,"Horní lán, Olomouc - Nová Ulice",,olomoucky-kraj,kanceláře,smíšená,,,unknown
313,Pronájem bytu 2+kk 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500,olomoucky-kraj,osobní,cihlová,,51 m,monthly
314,Pronájem bytu 2+kk 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500,olomoucky-kraj,osobní,cihlová,,,monthly
315,Pronájem bytu 2+kk 60 m²,"Kmochova, Olomouc - Nová Ulice",12 000,olomoucky-kraj,osobní,cihlová,,60 m,monthly
316,Pronájem bytu 2+kk 60 m²,"Kmochova, Olomouc - Nová Ulice",12 000,olomoucky-kraj,osobní,cihlová,,,monthly
317,Pronájem bytu 2+1 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500,olomoucky-kraj,osobní,cihlová,,51 m,monthly
318,Pronájem bytu 2+kk 58 m²,"Kmochova, Olomouc - Nová Ulice",13 000,olomoucky-kraj,osobní,cihlová,,58 m,monthly
319,Pronájem bytu 2+1 51 m²,"Hlavní náměstí, Šternberk, okres Olomouc",10 500,olomoucky-kraj,osobní,cihlová,,,monthly
320,Pronájem bytu 2+kk 58 m²,"Kmochova, Olomouc - Nová Ulice",13 000,olomoucky-kraj,osobní,cihlová,,,monthly
321,Prodej bytu 3+kk 94 m²,"Resslova, Olomouc - Nová Ulice",7 550 000,olomoucky-kraj,osobní,cihlová,,94 m,total
322,Pronájem kanceláře 114 m²,"28. října, Olomouc",13 656,olomoucky-kraj,osobní,cihlová,,114 m,monthly
323,Prodej bytu 3+kk 94 m²,"Resslova, Olomouc - Nová Ulice",7 550 000,olomoucky-kraj,osobní,cihlová,,,total
324,Pronájem kanceláře 114 m²,"28. října, Olomouc",13 656,olomoucky-kraj,osobní,cihlová,,,monthly
325,Pronájem kanceláře 19 m²,"Fibichova, Olomouc - Hodolany",3 000,olomoucky-kraj,jiný,skeletová,,19 m,monthly
326,Pronájem bytu 1+kk 35 m²,"Janského, Olomouc - Povel",9 900,olomoucky-kraj,osobní,cihlová,,35 m,monthly
327,Pronájem kanceláře 19 m²,"Fibichova, Olomouc - Hodolany",3 000,olomoucky-kraj,jiný,skeletová,,,monthly
328,Pronájem bytu 1+kk 35 m²,"Janského, Olomouc - Povel",9 900,olomoucky-kraj,osobní,cihlová,,,monthly
329,Pronájem kanceláře 350 m²,"Pavelčákova, Olomouc",50 000,olomoucky-kraj,jiný,cihlová,,350 m,monthly
330,Pronájem kanceláře 350 m²,"Pavelčákova, Olomouc",50 000,olomoucky-kraj,jiný,cihlová,,,monthly
331,Pronájem bytu 3+kk 96 m²,"Dobrovského, Olomouc",13 800,olomoucky-kraj,osobní,cihlová,,96 m,monthly
332,Pronájem bytu 3+kk 96 m²,"Dobrovského, Olomouc",13 800,olomoucky-kraj,osobní,cihlová,,,monthly
333,Pronájem skladovacích prostor 25 000 m²,Olomouc,,olomoucky-kraj,skladovací prostory,smíšená,,25000 m,unknown
334,Pronájem skladovacích prostor 25 000 m²,Olomouc,,olomoucky-kraj,skladovací prostory,smíšená,,,unknown
335,Prodej bytu 4+kk 88 m²,"Na Náhonu, Beroun - Beroun-Město",8 150 000,stredocesky-kraj,dobrý stav,smíšená,,88 m,total
336,Prodej bytu 4+kk 88 m²,"Na Náhonu, Beroun - Beroun-Město",8 150 000,stredocesky-kraj,dobrý stav,smíšená,,,total
337,Pronájem bytu 1+kk 38 m²,"Sokolská, Kolín - Kolín II",11 000,stredocesky-kraj,novostavba,cihlová,,38 m,monthly
338,Pronájem bytu 1+kk 38 m²,"Sokolská, Kolín - Kolín II",11 000,stredocesky-kraj,novostavba,cihlová,,,monthly
339,Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000,stredocesky-kraj,osobní,cihlová,304 m,145 m,total
340,Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000,stredocesky-kraj,osobní,cihlová,304 m,,total
341,Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000,stredocesky-kraj,osobní,cihlová,,145 m,total
342,Prodej domu 145 m² s pozemkem 304 m²,"Lékořicová, Květnice, okres Praha-východ",13 950 000,stredocesky-kraj,osobní,cihlová,,,total
343,Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000,stredocesky-kraj,samostatný,cihlová,800 m,409 m,total
344,Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000,stredocesky-kraj,samostatný,cihlová,800 m,,total
345,Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000,stredocesky-kraj,samostatný,cihlová,,409 m,total
346,Prodej domu 409 m² s pozemkem 800 m²,"Hálkova, Veltrusy, okres Mělník",13 800 000,stredocesky-kraj,samostatný,cihlová,,,total
347,Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000,stredocesky-kraj,osobní,cihlová,283 m,132 m,total
348,Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000,stredocesky-kraj,osobní,cihlová,283 m,,total
349,Prodej domu 132 m² s pozemkem 283 m²,"Lékořicová, Květnice, okres Praha-východ",12 950 000,stredocesky-kraj,osobní,cihlová,,132 m,total
